id,title,author,genre,year,rating,pages,description,language,purpose,length,moods,image_url
608,Magic Mind,Elena Kim,Mystery,1983,3.7,344,A fascinating French mystery book that explores the mystery.,French,Motivation,Medium,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/5670998-L.jpg
609,Dark Dream,Sophie Lovelace,Fiction,2020,3.6,260,A fascinating French fiction book that explores the shadow.,French,Motivation,Medium,Relaxed,https://covers.openlibrary.org/b/id/7426740-L.jpg
610,Infinite Mystery,Isabella Lovelace,Mystery,2015,4.6,655,A fascinating English mystery book that explores the forest.,English,Motivation,Long,Emotional,https://covers.openlibrary.org/b/id/8984730-L.jpg
611,Cosmic History,James Chen,Science,2020,4.2,933,A fascinating Hindi science book that explores the code.,Hindi,Entertainment,Long,Emotional,https://covers.openlibrary.org/b/id/8384193-L.jpg
612,Infinite Journey,Carlos Smith,Mystery,1990,4.4,753,A fascinating French mystery book that explores the journey.,French,Career growth,Long,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/7229110-L.jpg
613,Magic Heart,Jean Sharma,Science,1952,4.4,314,A fascinating English science book that explores the data.,English,Motivation,Medium,"Curious, Inspired",https://covers.openlibrary.org/b/id/8679103-L.jpg
614,Pragmatic Data,James Chen,Mystery,1992,4.5,452,A fascinating English mystery book that explores the code.,English,Entertainment,Long,Relaxed,https://covers.openlibrary.org/b/id/6006560-L.jpg
615,Cosmic Dream,James Sharma,Science,2007,3.6,468,A fascinating French science book that explores the algorithm.,French,Entertainment,Long,Inspired,https://covers.openlibrary.org/b/id/5515891-L.jpg
616,Pragmatic Journey,Sophie Sharma,Self-Help,2015,4.4,290,A fascinating Spanish self-help book that explores the history.,Spanish,Career growth,Medium,"Relaxed, Curious",https://covers.openlibrary.org/b/id/6204598-L.jpg
617,Final Light,Robert Rodriguez,Science,2007,4.7,365,A fascinating French science book that explores the journey.,French,Entertainment,Medium,Inspired,https://covers.openlibrary.org/b/id/8311617-L.jpg
618,Silent Forest,Maria Kim,Fantasy,1955,4.4,375,A fascinating English fantasy book that explores the dream.,English,Learning,Medium,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/8020384-L.jpg
619,Final Forest,Elena Rodriguez,Mystery,1982,3.7,373,A fascinating Hindi mystery book that explores the heart.,Hindi,Career growth,Medium,"Relaxed, Curious",https://covers.openlibrary.org/b/id/6646259-L.jpg
620,Silent Habit,James Patel,Fantasy,1986,4.1,87,A fascinating Spanish fantasy book that explores the data.,Spanish,Learning,Short,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/8415430-L.jpg
621,Digital Habit,Priya Sharma,Science,1999,3.9,210,A fascinating English science book that explores the algorithm.,English,Career growth,Medium,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/8682119-L.jpg
622,Secret History,Sophie Chen,Fiction,1972,4.9,330,A fascinating Spanish fiction book that explores the history.,Spanish,Entertainment,Medium,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/5036293-L.jpg
623,Hidden Heart,Alan Martin,Programming,1995,4.8,123,A fascinating French programming book that explores the mind.,French,Learning,Short,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/7833429-L.jpg
624,Magic Forest,Robert Smith,Programming,2015,4.4,559,A fascinating French programming book that explores the history.,French,Motivation,Long,Inspired,https://covers.openlibrary.org/b/id/8348788-L.jpg
625,Dark Heart,Jean Martin,Science,1984,4.4,239,A fascinating French science book that explores the journey.,French,Career growth,Medium,Inspired,https://covers.openlibrary.org/b/id/6333067-L.jpg
626,Brief History,Maria Turing,Fantasy,2002,4.0,114,A fascinating Spanish fantasy book that explores the shadow.,Spanish,Learning,Short,"Emotional, Inspired",https://covers.openlibrary.org/b/id/6725897-L.jpg
627,Magic Algorithm,Jean Rodriguez,Science,1998,4.0,490,A fascinating French science book that explores the dream.,French,Learning,Long,"Emotional, Inspired",https://covers.openlibrary.org/b/id/8474645-L.jpg
628,Brief Universe,James Lovelace,Science,1971,3.8,864,A fascinating Hindi science book that explores the universe.,Hindi,Entertainment,Long,Curious,https://covers.openlibrary.org/b/id/8720077-L.jpg
629,Brief History,Elena Kim,Fantasy,2022,4.8,520,A fascinating English fantasy book that explores the data.,English,Motivation,Long,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/6708629-L.jpg
630,The Great Algorithm,Isabella Rodriguez,Self-Help,1954,4.5,385,A fascinating English self-help book that explores the heart.,English,Motivation,Medium,Curious,https://covers.openlibrary.org/b/id/5740556-L.jpg
631,Secret Code,Carlos Sharma,Fantasy,1986,4.3,189,A fascinating Hindi fantasy book that explores the habit.,Hindi,Career growth,Short,"Curious, Inspired",https://covers.openlibrary.org/b/id/5148670-L.jpg
632,Brief Habit,Sophie Kumar,Science,1994,3.9,100,A fascinating Hindi science book that explores the universe.,Hindi,Learning,Short,Inspired,https://covers.openlibrary.org/b/id/8002657-L.jpg
633,Lost Code,Alan Dubois,Science,1992,4.4,388,A fascinating French science book that explores the mystery.,French,Learning,Medium,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/8596742-L.jpg
634,Hidden Dream,Isabella Turing,Fiction,2001,4.3,265,A fascinating Hindi fiction book that explores the shadow.,Hindi,Learning,Medium,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/5640467-L.jpg
635,Silent Dream,Robert Kim,Science,2003,4.0,60,A fascinating French science book that explores the light.,French,Entertainment,Short,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/6690224-L.jpg
636,Golden Algorithm,Carlos Lovelace,Programming,2014,4.8,288,A fascinating Hindi programming book that explores the journey.,Hindi,Entertainment,Medium,Inspired,https://covers.openlibrary.org/b/id/5871781-L.jpg
637,Silent Algorithm,Elena Chen,Self-Help,1991,4.0,225,A fascinating French self-help book that explores the code.,French,Learning,Medium,Emotional,https://covers.openlibrary.org/b/id/7907860-L.jpg
638,Brief Mystery,Sophie Garcia,Fiction,2016,3.8,373,A fascinating French fiction book that explores the journey.,French,Career growth,Medium,Inspired,https://covers.openlibrary.org/b/id/5125569-L.jpg
639,Cosmic Forest,Jean Sharma,Programming,2020,3.7,359,A fascinating English programming book that explores the algorithm.,English,Entertainment,Medium,Emotional,https://covers.openlibrary.org/b/id/8750457-L.jpg
640,Silent Mind,Sophie Kumar,Science,2018,4.9,574,A fascinating Spanish science book that explores the habit.,Spanish,Career growth,Long,Relaxed,https://covers.openlibrary.org/b/id/8250274-L.jpg
641,Final Journey,Ada Garcia,Mystery,2013,4.4,979,A fascinating Hindi mystery book that explores the habit.,Hindi,Motivation,Long,Emotional,https://covers.openlibrary.org/b/id/5260233-L.jpg
642,Silent Light,Jean Martin,Self-Help,1962,4.9,97,A fascinating Hindi self-help book that explores the habit.,Hindi,Entertainment,Short,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/5634202-L.jpg
643,Golden Algorithm,Jean Rodriguez,Self-Help,2021,3.6,910,A fascinating French self-help book that explores the heart.,French,Entertainment,Long,Inspired,https://covers.openlibrary.org/b/id/7058493-L.jpg
644,Magic Forest,Priya Smith,Fantasy,1961,4.4,788,A fascinating Spanish fantasy book that explores the mystery.,Spanish,Entertainment,Long,"Curious, Inspired",https://covers.openlibrary.org/b/id/5140712-L.jpg
645,Secret History,James Rodriguez,Science,1968,4.3,303,A fascinating Spanish science book that explores the universe.,Spanish,Motivation,Medium,Inspired,https://covers.openlibrary.org/b/id/5670981-L.jpg
646,Infinite History,Carlos Patel,Mystery,1952,4.1,325,A fascinating English mystery book that explores the heart.,English,Learning,Medium,"Relaxed, Curious",https://covers.openlibrary.org/b/id/7296370-L.jpg
647,Infinite Journey,Carlos Chen,Science,1996,5.0,432,A fascinating French science book that explores the shadow.,French,Motivation,Long,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/8899317-L.jpg
648,The Great Forest,Robert Garcia,Programming,1961,3.9,250,A fascinating Spanish programming book that explores the forest.,Spanish,Entertainment,Medium,Relaxed,https://covers.openlibrary.org/b/id/7086146-L.jpg
649,Lost Mystery,Alan Kumar,Programming,1992,4.0,52,A fascinating English programming book that explores the universe.,English,Motivation,Short,Curious,https://covers.openlibrary.org/b/id/7734731-L.jpg
650,Final Mind,Ada Patel,Fantasy,2009,4.4,250,A fascinating Spanish fantasy book that explores the mystery.,Spanish,Learning,Medium,"Curious, Inspired",https://covers.openlibrary.org/b/id/8056847-L.jpg
651,Final Heart,Robert Chen,Programming,1968,4.7,895,A fascinating Hindi programming book that explores the history.,Hindi,Learning,Long,"Relaxed, Curious",https://covers.openlibrary.org/b/id/7320288-L.jpg
652,Magic Light,Priya Patel,Fiction,2009,4.4,99,A fascinating English fiction book that explores the heart.,English,Motivation,Short,Relaxed,https://covers.openlibrary.org/b/id/5009228-L.jpg
653,Infinite Data,Ada Chen,Fiction,1998,4.7,183,A fascinating Hindi fiction book that explores the habit.,Hindi,Entertainment,Short,"Emotional, Curious",https://covers.openlibrary.org/b/id/7434381-L.jpg
654,The Great Universe,Sophie Martin,Self-Help,1975,3.9,605,A fascinating Spanish self-help book that explores the mystery.,Spanish,Learning,Long,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/8442547-L.jpg
655,Hidden Light,Robert Smith,Fiction,2011,4.2,193,A fascinating French fiction book that explores the forest.,French,Motivation,Short,"Relaxed, Curious",https://covers.openlibrary.org/b/id/8660928-L.jpg
656,Final Universe,Carlos Kumar,Mystery,1950,4.9,794,A fascinating French mystery book that explores the habit.,French,Learning,Long,"Curious, Inspired",https://covers.openlibrary.org/b/id/8548202-L.jpg
657,Brief Code,Sophie Rodriguez,Fantasy,1994,4.4,336,A fascinating English fantasy book that explores the universe.,English,Entertainment,Medium,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/6481745-L.jpg
658,Dark Mystery,Alan Turing,Self-Help,2002,3.6,152,A fascinating Spanish self-help book that explores the forest.,Spanish,Entertainment,Short,Curious,https://covers.openlibrary.org/b/id/5726322-L.jpg
659,Cosmic Dream,Priya Martin,Fiction,2015,3.6,411,A fascinating Hindi fiction book that explores the shadow.,Hindi,Motivation,Long,Emotional,https://covers.openlibrary.org/b/id/7935732-L.jpg
660,Final Habit,Sophie Patel,Science,2018,3.9,182,A fascinating French science book that explores the history.,French,Motivation,Short,"Emotional, Curious",https://covers.openlibrary.org/b/id/8908256-L.jpg
661,Brief Data,Amit Rodriguez,Mystery,1952,5.0,70,A fascinating Hindi mystery book that explores the universe.,Hindi,Career growth,Short,Curious,https://covers.openlibrary.org/b/id/6174904-L.jpg
662,The Great Habit,James Dubois,Mystery,2023,4.9,163,A fascinating French mystery book that explores the habit.,French,Entertainment,Short,Emotional,https://covers.openlibrary.org/b/id/6122759-L.jpg
663,Infinite History,James Smith,Programming,2007,4.3,295,A fascinating French programming book that explores the dream.,French,Learning,Medium,Relaxed,https://covers.openlibrary.org/b/id/5507445-L.jpg
664,Lost Forest,Priya Rodriguez,Fiction,2021,4.3,242,A fascinating Hindi fiction book that explores the data.,Hindi,Career growth,Medium,Inspired,https://covers.openlibrary.org/b/id/8469647-L.jpg
665,Secret Forest,Isabella Rodriguez,Science,1997,4.3,375,A fascinating Hindi science book that explores the shadow.,Hindi,Learning,Medium,Curious,https://covers.openlibrary.org/b/id/5448370-L.jpg
666,Infinite Shadow,Elena Smith,Fantasy,2008,3.9,104,A fascinating Spanish fantasy book that explores the mind.,Spanish,Motivation,Short,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/8734838-L.jpg
667,Final Universe,Alan Turing,Fantasy,1983,3.6,316,A fascinating Spanish fantasy book that explores the algorithm.,Spanish,Learning,Medium,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/5967772-L.jpg
668,Dark Dream,Sophie Patel,Fiction,1977,3.9,504,A fascinating English fiction book that explores the habit.,English,Learning,Long,Curious,https://covers.openlibrary.org/b/id/7196335-L.jpg
669,Infinite Journey,Elena Turing,Science,1997,4.0,80,A fascinating Hindi science book that explores the code.,Hindi,Entertainment,Short,"Emotional, Curious",https://covers.openlibrary.org/b/id/5246326-L.jpg
670,The Great Forest,Carlos Garcia,Mystery,1964,4.5,171,A fascinating Hindi mystery book that explores the mystery.,Hindi,Entertainment,Short,Curious,https://covers.openlibrary.org/b/id/7952058-L.jpg
671,The Great Light,Robert Chen,Science,1968,3.7,134,A fascinating French science book that explores the heart.,French,Motivation,Short,Inspired,https://covers.openlibrary.org/b/id/8177532-L.jpg
672,Digital Algorithm,Elena Rodriguez,Self-Help,1966,3.6,186,A fascinating French self-help book that explores the algorithm.,French,Entertainment,Short,Inspired,https://covers.openlibrary.org/b/id/6014305-L.jpg
673,The Great Heart,Robert Lovelace,Science,1970,4.1,56,A fascinating French science book that explores the shadow.,French,Entertainment,Short,Emotional,https://covers.openlibrary.org/b/id/5410198-L.jpg
674,Digital Habit,James Kumar,Fiction,1998,4.0,278,A fascinating Spanish fiction book that explores the mind.,Spanish,Motivation,Medium,Emotional,https://covers.openlibrary.org/b/id/6479805-L.jpg
675,Secret Forest,Isabella Rodriguez,Fiction,2001,4.7,374,A fascinating English fiction book that explores the forest.,English,Motivation,Medium,"Emotional, Curious",https://covers.openlibrary.org/b/id/6109713-L.jpg
676,Lost Algorithm,Carlos Dubois,Programming,2023,3.8,223,A fascinating Hindi programming book that explores the shadow.,Hindi,Motivation,Medium,Relaxed,https://covers.openlibrary.org/b/id/6409979-L.jpg
677,Cosmic Habit,Sophie Lovelace,Science,2018,4.7,127,A fascinating English science book that explores the history.,English,Learning,Short,Relaxed,https://covers.openlibrary.org/b/id/5458391-L.jpg
678,Lost Journey,Robert Sharma,Fantasy,1985,4.9,347,A fascinating French fantasy book that explores the forest.,French,Learning,Medium,"Emotional, Curious",https://covers.openlibrary.org/b/id/5603476-L.jpg
679,Pragmatic History,Isabella Sharma,Fantasy,1966,3.7,227,A fascinating French fantasy book that explores the data.,French,Learning,Medium,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/5985346-L.jpg
680,Lost Data,Sophie Smith,Fantasy,1982,4.6,370,A fascinating Hindi fantasy book that explores the mind.,Hindi,Career growth,Medium,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/8755606-L.jpg
681,Golden Mind,Sophie Garcia,Fantasy,2017,5.0,207,A fascinating English fantasy book that explores the mind.,English,Learning,Medium,"Emotional, Inspired",https://covers.openlibrary.org/b/id/8552275-L.jpg
682,Cosmic Code,James Kim,Self-Help,1991,4.0,140,A fascinating French self-help book that explores the heart.,French,Entertainment,Short,"Emotional, Inspired",https://covers.openlibrary.org/b/id/8472880-L.jpg
683,Digital Universe,Amit Kumar,Programming,2023,4.9,321,A fascinating Hindi programming book that explores the dream.,Hindi,Motivation,Medium,"Relaxed, Curious",https://covers.openlibrary.org/b/id/6493914-L.jpg
684,Hidden Mind,Robert Martin,Self-Help,2004,4.5,414,A fascinating Hindi self-help book that explores the universe.,Hindi,Learning,Long,"Emotional, Curious",https://covers.openlibrary.org/b/id/6003564-L.jpg
685,Digital Shadow,Ada Sharma,Science,1962,4.9,377,A fascinating Spanish science book that explores the journey.,Spanish,Learning,Medium,"Emotional, Inspired",https://covers.openlibrary.org/b/id/6766982-L.jpg
686,Lost Mystery,Alan Dubois,Self-Help,1988,4.1,677,A fascinating Hindi self-help book that explores the habit.,Hindi,Entertainment,Long,"Emotional, Inspired",https://covers.openlibrary.org/b/id/7930960-L.jpg
687,Magic Universe,Robert Rodriguez,Programming,2020,3.9,390,A fascinating Hindi programming book that explores the light.,Hindi,Learning,Medium,Curious,https://covers.openlibrary.org/b/id/5326970-L.jpg
688,Brief Algorithm,Maria Rodriguez,Self-Help,1962,4.6,63,A fascinating English self-help book that explores the light.,English,Motivation,Short,"Emotional, Inspired",https://covers.openlibrary.org/b/id/5818592-L.jpg
689,Dark Journey,Elena Dubois,Self-Help,1956,4.9,835,A fascinating Spanish self-help book that explores the journey.,Spanish,Entertainment,Long,Emotional,https://covers.openlibrary.org/b/id/7432237-L.jpg
690,Lost Algorithm,James Chen,Mystery,1952,4.4,154,A fascinating French mystery book that explores the dream.,French,Motivation,Short,Inspired,https://covers.openlibrary.org/b/id/5031426-L.jpg
691,Hidden Algorithm,Robert Sharma,Mystery,2009,4.4,153,A fascinating English mystery book that explores the dream.,English,Learning,Short,"Relaxed, Curious",https://covers.openlibrary.org/b/id/8961107-L.jpg
692,Hidden Mind,Sophie Smith,Fiction,1965,4.4,149,A fascinating Spanish fiction book that explores the shadow.,Spanish,Career growth,Short,Relaxed,https://covers.openlibrary.org/b/id/6129361-L.jpg
693,Final Heart,Ada Garcia,Fantasy,1973,4.6,753,A fascinating English fantasy book that explores the mind.,English,Entertainment,Long,"Emotional, Curious",https://covers.openlibrary.org/b/id/5140369-L.jpg
694,Brief Habit,James Rodriguez,Programming,1994,4.7,142,A fascinating Hindi programming book that explores the code.,Hindi,Entertainment,Short,Curious,https://covers.openlibrary.org/b/id/7256468-L.jpg
695,Secret History,Sophie Smith,Fantasy,1976,4.4,370,A fascinating Hindi fantasy book that explores the forest.,Hindi,Career growth,Medium,"Relaxed, Curious",https://covers.openlibrary.org/b/id/7239895-L.jpg
696,Silent History,Carlos Smith,Self-Help,1983,4.3,185,A fascinating French self-help book that explores the heart.,French,Entertainment,Short,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/5806392-L.jpg
697,The Great Heart,Maria Turing,Fantasy,1960,4.9,377,A fascinating English fantasy book that explores the heart.,English,Entertainment,Medium,Emotional,https://covers.openlibrary.org/b/id/5954513-L.jpg
698,The Great Habit,Maria Kim,Mystery,2004,4.1,358,A fascinating French mystery book that explores the habit.,French,Career growth,Medium,Emotional,https://covers.openlibrary.org/b/id/7410299-L.jpg
699,Silent History,Robert Garcia,Science,1996,3.5,120,A fascinating Hindi science book that explores the mind.,Hindi,Motivation,Short,"Curious, Inspired",https://covers.openlibrary.org/b/id/7825044-L.jpg
700,The Great Mystery,Amit Kim,Self-Help,2013,4.9,528,A fascinating French self-help book that explores the journey.,French,Motivation,Long,"Emotional, Inspired",https://covers.openlibrary.org/b/id/8631832-L.jpg
701,Lost Dream,Maria Chen,Fantasy,1986,4.9,327,A fascinating English fantasy book that explores the forest.,English,Career growth,Medium,"Relaxed, Curious",https://covers.openlibrary.org/b/id/6190278-L.jpg
702,Silent Journey,Robert Kim,Fiction,1977,4.1,125,A fascinating French fiction book that explores the journey.,French,Career growth,Short,"Emotional, Curious",https://covers.openlibrary.org/b/id/6910077-L.jpg
703,Cosmic Code,Robert Kumar,Science,1958,3.7,703,A fascinating Spanish science book that explores the algorithm.,Spanish,Entertainment,Long,"Relaxed, Curious",https://covers.openlibrary.org/b/id/5684890-L.jpg
704,Secret Shadow,Priya Rodriguez,Self-Help,1989,4.7,74,A fascinating Spanish self-help book that explores the forest.,Spanish,Learning,Short,Relaxed,https://covers.openlibrary.org/b/id/5689071-L.jpg
705,Magic Universe,Sophie Lovelace,Science,2020,3.9,237,A fascinating Spanish science book that explores the journey.,Spanish,Career growth,Medium,Inspired,https://covers.openlibrary.org/b/id/5353938-L.jpg
706,Silent Shadow,Sophie Kumar,Self-Help,2002,4.1,71,A fascinating English self-help book that explores the universe.,English,Career growth,Short,Curious,https://covers.openlibrary.org/b/id/5215816-L.jpg
707,Brief Dream,Isabella Dubois,Science,2021,3.8,308,A fascinating Hindi science book that explores the journey.,Hindi,Motivation,Medium,Relaxed,https://covers.openlibrary.org/b/id/7681890-L.jpg
708,Silent History,Maria Garcia,Fiction,1997,3.7,371,A fascinating Hindi fiction book that explores the shadow.,Hindi,Motivation,Medium,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/7889419-L.jpg
709,Golden Mystery,Sophie Garcia,Mystery,1988,3.7,72,A fascinating French mystery book that explores the universe.,French,Career growth,Short,Relaxed,https://covers.openlibrary.org/b/id/6303076-L.jpg
710,Cosmic Mystery,Elena Chen,Self-Help,2003,4.5,268,A fascinating Spanish self-help book that explores the data.,Spanish,Learning,Medium,Relaxed,https://covers.openlibrary.org/b/id/6288753-L.jpg
711,Magic Journey,Ada Turing,Self-Help,1969,4.0,890,A fascinating English self-help book that explores the data.,English,Career growth,Long,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/6868198-L.jpg
712,Cosmic Code,Robert Lovelace,Science,1998,4.5,478,A fascinating Spanish science book that explores the history.,Spanish,Entertainment,Long,Emotional,https://covers.openlibrary.org/b/id/6007381-L.jpg
713,Infinite Data,Sophie Kumar,Programming,2012,4.5,120,A fascinating French programming book that explores the algorithm.,French,Motivation,Short,Inspired,https://covers.openlibrary.org/b/id/6723697-L.jpg
714,Brief Mystery,Isabella Smith,Self-Help,1968,4.7,271,A fascinating Spanish self-help book that explores the shadow.,Spanish,Career growth,Medium,Curious,https://covers.openlibrary.org/b/id/8090061-L.jpg
715,Cosmic Journey,Alan Martin,Mystery,1999,3.8,401,A fascinating French mystery book that explores the algorithm.,French,Motivation,Long,Emotional,https://covers.openlibrary.org/b/id/8562710-L.jpg
716,The Great Forest,Isabella Kumar,Fiction,2009,3.6,193,A fascinating Spanish fiction book that explores the data.,Spanish,Entertainment,Short,"Relaxed, Curious",https://covers.openlibrary.org/b/id/8121858-L.jpg
717,Secret Mystery,Carlos Chen,Programming,2000,4.7,253,A fascinating English programming book that explores the heart.,English,Entertainment,Medium,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/5827986-L.jpg
718,Secret Dream,Elena Kumar,Mystery,1960,3.8,144,A fascinating English mystery book that explores the dream.,English,Career growth,Short,"Emotional, Inspired",https://covers.openlibrary.org/b/id/8269346-L.jpg
719,Golden Dream,Carlos Lovelace,Fantasy,1950,4.9,738,A fascinating French fantasy book that explores the light.,French,Motivation,Long,Inspired,https://covers.openlibrary.org/b/id/5131759-L.jpg
720,Lost Forest,Robert Kumar,Self-Help,1981,4.8,908,A fascinating Spanish self-help book that explores the heart.,Spanish,Learning,Long,"Curious, Inspired",https://covers.openlibrary.org/b/id/5746992-L.jpg
721,Magic Shadow,Amit Chen,Mystery,1999,4.9,275,A fascinating French mystery book that explores the dream.,French,Entertainment,Medium,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/8360797-L.jpg
722,Infinite Journey,Maria Chen,Self-Help,2010,4.2,705,A fascinating English self-help book that explores the code.,English,Entertainment,Long,"Curious, Inspired",https://covers.openlibrary.org/b/id/8214411-L.jpg
723,Silent Journey,Sophie Turing,Self-Help,1976,3.5,227,A fascinating Hindi self-help book that explores the light.,Hindi,Motivation,Medium,"Relaxed, Curious",https://covers.openlibrary.org/b/id/5042328-L.jpg
724,Lost Heart,Alan Chen,Programming,1950,4.2,811,A fascinating French programming book that explores the history.,French,Learning,Long,"Emotional, Curious",https://covers.openlibrary.org/b/id/7025626-L.jpg
725,Magic Light,James Turing,Self-Help,1984,4.1,469,A fascinating English self-help book that explores the journey.,English,Learning,Long,"Relaxed, Curious",https://covers.openlibrary.org/b/id/8392532-L.jpg
726,Golden Mind,Priya Chen,Fantasy,2001,3.8,640,A fascinating English fantasy book that explores the mind.,English,Learning,Long,Curious,https://covers.openlibrary.org/b/id/5162132-L.jpg
727,The Great History,Robert Garcia,Self-Help,1997,5.0,261,A fascinating Hindi self-help book that explores the light.,Hindi,Motivation,Medium,Inspired,https://covers.openlibrary.org/b/id/8765167-L.jpg
728,The Great Habit,Alan Kumar,Fantasy,1989,4.3,168,A fascinating English fantasy book that explores the habit.,English,Career growth,Short,"Relaxed, Curious",https://covers.openlibrary.org/b/id/5107059-L.jpg
729,The Great Journey,Ada Dubois,Science,2005,4.0,129,A fascinating French science book that explores the mystery.,French,Entertainment,Short,"Emotional, Inspired",https://covers.openlibrary.org/b/id/7667290-L.jpg
730,Dark Heart,Carlos Lovelace,Programming,1950,4.7,115,A fascinating English programming book that explores the journey.,English,Entertainment,Short,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/6321114-L.jpg
731,Cosmic Journey,Elena Dubois,Mystery,2000,3.7,160,A fascinating French mystery book that explores the data.,French,Motivation,Short,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/7345130-L.jpg
732,The Great Light,Ada Chen,Self-Help,1977,4.6,400,A fascinating Hindi self-help book that explores the journey.,Hindi,Learning,Medium,Curious,https://covers.openlibrary.org/b/id/5388828-L.jpg
733,Silent Journey,Amit Rodriguez,Science,1993,4.0,98,A fascinating Spanish science book that explores the habit.,Spanish,Learning,Short,Curious,https://covers.openlibrary.org/b/id/7869274-L.jpg
734,The Great Dream,Robert Lovelace,Fiction,2012,4.1,126,A fascinating Hindi fiction book that explores the forest.,Hindi,Motivation,Short,"Emotional, Inspired",https://covers.openlibrary.org/b/id/5302182-L.jpg
735,Lost Algorithm,James Patel,Self-Help,1992,4.9,312,A fascinating French self-help book that explores the universe.,French,Career growth,Medium,"Emotional, Inspired",https://covers.openlibrary.org/b/id/8847047-L.jpg
736,Dark Data,Sophie Kumar,Mystery,1991,4.5,191,A fascinating French mystery book that explores the shadow.,French,Entertainment,Short,Curious,https://covers.openlibrary.org/b/id/8890033-L.jpg
737,Silent Forest,Elena Patel,Science,1972,4.4,264,A fascinating French science book that explores the code.,French,Motivation,Medium,Curious,https://covers.openlibrary.org/b/id/5801251-L.jpg
738,Cosmic Forest,Sophie Garcia,Fantasy,2012,3.7,270,A fascinating Spanish fantasy book that explores the data.,Spanish,Learning,Medium,Relaxed,https://covers.openlibrary.org/b/id/6137471-L.jpg
739,Golden Heart,Amit Kim,Mystery,2015,4.0,235,A fascinating English mystery book that explores the mystery.,English,Career growth,Medium,"Emotional, Inspired",https://covers.openlibrary.org/b/id/6619399-L.jpg
740,Secret Algorithm,Carlos Kim,Science,1999,4.4,71,A fascinating Hindi science book that explores the universe.,Hindi,Career growth,Short,Curious,https://covers.openlibrary.org/b/id/7940725-L.jpg
741,Dark Shadow,Jean Sharma,Self-Help,1954,3.8,950,A fascinating French self-help book that explores the light.,French,Career growth,Long,"Emotional, Curious",https://covers.openlibrary.org/b/id/7377420-L.jpg
742,Brief Heart,Ada Smith,Self-Help,2009,4.1,395,A fascinating French self-help book that explores the data.,French,Career growth,Medium,"Relaxed, Curious",https://covers.openlibrary.org/b/id/6087732-L.jpg
743,Digital Habit,Elena Patel,Science,1975,4.2,59,A fascinating Spanish science book that explores the data.,Spanish,Entertainment,Short,Curious,https://covers.openlibrary.org/b/id/7891353-L.jpg
744,The Great Data,Ada Garcia,Mystery,2011,3.5,807,A fascinating Spanish mystery book that explores the light.,Spanish,Career growth,Long,"Emotional, Inspired",https://covers.openlibrary.org/b/id/8987042-L.jpg
745,Brief Habit,Alan Garcia,Self-Help,1953,4.9,324,A fascinating Hindi self-help book that explores the journey.,Hindi,Career growth,Medium,"Emotional, Inspired",https://covers.openlibrary.org/b/id/7800032-L.jpg
746,Magic Universe,Alan Patel,Programming,1999,4.4,743,A fascinating English programming book that explores the journey.,English,Career growth,Long,Relaxed,https://covers.openlibrary.org/b/id/8661999-L.jpg
747,Digital Heart,Robert Lovelace,Self-Help,1953,4.7,726,A fascinating Spanish self-help book that explores the universe.,Spanish,Career growth,Long,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/7306012-L.jpg
748,Digital Light,Elena Chen,Self-Help,1955,3.6,584,A fascinating French self-help book that explores the data.,French,Motivation,Long,Relaxed,https://covers.openlibrary.org/b/id/7953833-L.jpg
749,Cosmic Heart,Elena Rodriguez,Self-Help,1993,4.6,134,A fascinating Spanish self-help book that explores the history.,Spanish,Entertainment,Short,Emotional,https://covers.openlibrary.org/b/id/6211237-L.jpg
750,Magic Algorithm,James Kumar,Self-Help,1963,4.3,456,A fascinating Hindi self-help book that explores the history.,Hindi,Motivation,Long,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/7020127-L.jpg
